  run  | cfg | numfile |           start            |            stop            |    runlength    
 10267 | 532 |       1 | 2017-02-26 05:34:06.840604 | 2017-02-26 05:41:22.392159 | 00:07:15.551555
 10266 | 532 |       1 | 2017-02-26 05:21:47.405518 | 2017-02-26 05:29:46.768848 | 00:07:59.36333
 10265 | 532 |       1 | 2017-02-26 04:51:18.214739 | 2017-02-26 05:19:02.464578 | 00:27:44.249839
 10264 | 532 |       1 | 2017-02-26 02:23:21.507471 | 2017-02-26 04:48:47.18679  | 02:25:25.679319
 10263 | 532 |       1 | 2017-02-26 02:16:28.223138 | 2017-02-26 02:19:00.742401 | 00:02:32.519263
 10262 | 532 |       1 | 2017-02-26 00:08:52.82158  | 2017-02-26 02:12:45.639253 | 02:03:52.817673
 10261 | 532 |       1 | 2017-02-25 23:14:57.453615 | 2017-02-26 00:05:23.645976 | 00:50:26.192361
 10260 | 532 |       1 | 2017-02-25 20:50:47.580872 | 2017-02-25 23:12:09.817515 | 02:21:22.236643
 10259 | 532 |       1 | 2017-02-25 20:06:34.565703 | 2017-02-25 20:47:24.166584 | 00:40:49.600881
 10258 | 532 |       1 | 2017-02-25 17:36:36.690676 | 2017-02-25 20:03:22.557994 | 02:26:45.867318
 10257 | 532 |       1 | 2017-02-25 14:11:20.831319 | 2017-02-25 17:33:42.930267 | 03:22:22.098948
 10256 | 532 |       1 | 2017-02-25 11:57:06.679223 | 2017-02-25 14:07:51.251962 | 02:10:44.572739
 10255 | 532 |       1 | 2017-02-25 10:07:47.347716 | 2017-02-25 11:53:39.978619 | 01:45:52.630903
 10254 | 532 |       1 | 2017-02-25 10:04:24.592619 | 2017-02-25 10:05:10.316724 | 00:00:45.724105
 10253 | 532 |       1 | 2017-02-25 05:01:48.811598 | 2017-02-25 10:01:26.089372 | 04:59:37.277774
 10252 | 532 |       1 | 2017-02-25 04:30:31.096496 | 2017-02-25 04:58:31.917516 | 00:28:00.82102
 10251 | 532 |       1 | 2017-02-25 02:14:54.990758 | 2017-02-25 04:27:24.488168 | 02:12:29.49741
 10250 | 532 |       1 | 2017-02-24 19:11:55.312395 | 2017-02-25 02:12:09.593087 | 07:00:14.280692
 10249 | 532 |       1 | 2017-02-24 19:08:23.860105 |                            | 
 10248 | 532 |       1 |                            |                            | 
 10247 | 532 |       1 | 2017-02-24 16:31:19.362618 | 2017-02-24 18:57:06.952863 | 02:25:47.590245
 10246 | 532 |       1 | 2017-02-24 15:58:39.658174 | 2017-02-24 16:26:36.837781 | 00:27:57.179607
 10245 | 532 |       1 |                            |                            | 
 10244 | 538 |       1 |                            |                            | 
 10243 | 538 |       1 |                            |                            | 
 10242 | 528 |       1 | 2017-02-24 12:48:54.623718 | 2017-02-24 14:03:46.008482 | 01:14:51.384764
 10241 | 528 |       1 | 2017-02-24 10:45:46.734364 | 2017-02-24 12:45:51.473228 | 02:00:04.738864
 10240 | 528 |       1 | 2017-02-24 10:37:52.329062 | 2017-02-24 10:43:00.038933 | 00:05:07.709871
 10239 | 528 |       1 | 2017-02-24 10:00:04.318349 | 2017-02-24 10:20:43.25341  | 00:20:38.935061
 10238 | 547 |       1 | 2017-02-24 05:21:50.49794  | 2017-02-24 09:06:40.975532 | 03:44:50.477592
 10237 | 547 |       1 | 2017-02-24 02:45:00.930326 | 2017-02-24 05:18:31.039669 | 02:33:30.109343
 10236 | 547 |       1 | 2017-02-24 01:27:03.496916 | 2017-02-24 02:42:09.883274 | 01:15:06.386358
 10235 | 547 |       1 | 2017-02-23 20:45:39.474371 | 2017-02-24 01:24:02.927444 | 04:38:23.453073
 10234 | 547 |       1 |                            |                            | 
 10233 | 547 |       1 |                            |                            | 
 10232 | 547 |       1 | 2017-02-23 17:48:45.266607 | 2017-02-23 20:37:16.49345  | 02:48:31.226843
 10231 | 547 |       1 | 2017-02-23 13:54:22.452911 | 2017-02-23 17:45:20.593848 | 03:50:58.140937
 10230 | 547 |       1 | 2017-02-23 13:48:10.269406 |                            | 
 10229 | 547 |       1 |                            |                            | 
 10228 | 547 |       1 | 2017-02-23 11:28:20.967537 | 2017-02-23 13:42:50.987492 | 02:14:30.019955
 10227 | 547 |       1 |                            |                            | 
 10226 | 547 |       1 | 2017-02-23 11:10:07.662043 | 2017-02-23 11:19:09.598463 | 00:09:01.93642
 10225 | 547 |       1 | 2017-02-23 10:06:41.19142  | 2017-02-23 11:01:32.577734 | 00:54:51.386314
 10224 | 547 |       1 | 2017-02-23 09:53:00.211277 | 2017-02-23 10:03:50.089257 | 00:10:49.87798
 10223 | 476 |       1 | 2017-02-23 09:41:16.856926 | 2017-02-23 09:44:23.881228 | 00:03:07.024302
 10222 | 547 |       1 | 2017-02-23 08:30:32.366839 | 2017-02-23 09:30:39.798864 | 01:00:07.432025
 10221 | 547 |       1 | 2017-02-23 01:27:07.161382 | 2017-02-23 08:27:23.092151 | 07:00:15.930769
 10220 | 547 |       1 | 2017-02-23 00:00:50.07793  | 2017-02-23 01:24:04.977094 | 01:23:14.899164
 10219 | 547 |       1 | 2017-02-22 23:52:49.244836 | 2017-02-22 23:57:31.147782 | 00:04:41.902946
 10218 | 547 |       1 | 2017-02-22 22:31:53.327886 |                            | 
 10217 | 547 |       1 | 2017-02-22 22:19:25.504168 |                            | 
 10216 | 547 |       1 | 2017-02-22 20:00:41.27887  |                            | 
 10215 | 547 |       1 |                            |                            | 
 10214 | 547 |       1 | 2017-02-22 19:31:00.538648 | 2017-02-22 19:55:35.223754 | 00:24:34.685106
 10213 | 547 |       1 | 2017-02-22 19:00:38.965943 |                            | 
 10212 | 547 |       1 | 2017-02-22 18:55:12.124323 |                            | 
 10211 | 548 |       1 |                            |                            | 
 10210 | 548 |       1 |                            |                            | 
 10209 | 538 |       1 |                            |                            | 
 10208 | 547 |       1 | 2017-02-22 17:23:49.568309 |                            | 
 10207 | 547 |       1 | 2017-02-22 17:07:30.951074 | 2017-02-22 17:20:23.194829 | 00:12:52.243755
 10206 | 547 |       1 | 2017-02-22 16:54:30.140325 | 2017-02-22 17:04:29.175208 | 00:09:59.034883
 10205 | 547 |       1 | 2017-02-22 16:22:35.996556 | 2017-02-22 16:38:27.453944 | 00:15:51.457388
 10204 | 547 |       1 | 2017-02-22 14:49:04.798558 | 2017-02-22 16:10:37.273358 | 01:21:32.4748
 10203 | 547 |       1 | 2017-02-22 11:23:10.122509 | 2017-02-22 14:45:42.337447 | 03:22:32.214938
 10202 | 548 |       1 |                            |                            | 
 10201 | 538 |       1 |                            |                            | 
 10200 | 547 |       1 | 2017-02-22 09:04:16.676473 | 2017-02-22 09:29:02.686063 | 00:24:46.00959
 10199 | 547 |       1 |                            |                            | 
 10198 | 547 |       1 |                            |                            | 
 10197 | 547 |       1 | 2017-02-22 08:53:46.676398 | 2017-02-22 08:54:50.679477 | 00:01:04.003079
 10196 | 547 |       1 |                            |                            | 
 10195 | 547 |       1 | 2017-02-22 08:43:41.589292 | 2017-02-22 08:47:57.812349 | 00:04:16.223057
 10194 | 547 |       1 | 2017-02-22 07:40:17.713543 | 2017-02-22 08:40:39.230025 | 01:00:21.516482
 10193 | 547 |       1 |                            |                            | 
 10192 | 547 |       1 | 2017-02-22 07:10:19.174164 | 2017-02-22 07:34:55.71875  | 00:24:36.544586
 10191 | 547 |       1 |                            |                            | 
 10190 | 547 |       1 | 2017-02-22 06:12:22.054026 | 2017-02-22 07:04:43.878415 | 00:52:21.824389
 10189 | 547 |       1 | 2017-02-21 23:08:50.066206 | 2017-02-22 06:09:05.182948 | 07:00:15.116742
 10188 | 547 |       1 | 2017-02-21 21:36:50.314357 | 2017-02-21 23:05:29.639248 | 01:28:39.324891
 10187 | 547 |       1 |                            |                            | 
 10186 | 547 |       1 | 2017-02-21 20:09:00.959961 | 2017-02-21 21:31:28.924016 | 01:22:27.964055
 10185 | 547 |       1 | 2017-02-21 18:21:41.003284 | 2017-02-21 20:06:29.665905 | 01:44:48.662621
 10184 | 549 |       1 |                            |                            | 
 10183 | 549 |       1 |                            |                            | 
 10182 | 549 |       1 |                            |                            | 
 10181 | 549 |       1 |                            |                            | 
 10180 | 549 |       1 |                            |                            | 
 10179 | 549 |       1 |                            |                            | 
 10178 | 549 |       1 |                            |                            | 
 10177 | 549 |       1 |                            |                            | 
 10176 | 549 |       1 |                            |                            | 
 10175 | 547 |       1 | 2017-02-21 17:46:37.839252 |                            | 
 10174 | 547 |       1 | 2017-02-21 17:39:44.800325 | 2017-02-21 17:43:23.467879 | 00:03:38.667554
 10173 | 547 |       1 | 2017-02-21 16:32:17.002819 | 2017-02-21 17:36:50.531154 | 01:04:33.528335
 10172 | 547 |       1 | 2017-02-21 15:59:15.621899 | 2017-02-21 16:29:26.983787 | 00:30:11.361888
 10171 | 549 |       1 |                            |                            | 
 10170 | 549 |       1 |                            |                            | 
 10169 | 548 |       1 |                            |                            | 
 10168 | 538 |       1 |                            |                            | 
 10167 | 538 |       1 |                            |                            | 
 10166 | 545 |       1 | 2017-02-21 15:34:55.703615 | 2017-02-21 15:37:13.722458 | 00:02:18.018843
 10165 | 545 |       1 |                            |                            | 
 10164 | 545 |       1 | 2017-02-21 15:25:26.11427  | 2017-02-21 15:27:32.667784 | 00:02:06.553514
 10163 | 545 |       1 |                            |                            | 
 10162 | 545 |       1 | 2017-02-21 15:15:07.843212 | 2017-02-21 15:17:24.221555 | 00:02:16.378343
 10161 | 545 |       1 | 2017-02-21 15:08:33.791005 | 2017-02-21 15:11:38.142839 | 00:03:04.351834
 10160 | 545 |       1 | 2017-02-21 15:02:06.704409 | 2017-02-21 15:04:21.586592 | 00:02:14.882183
 10159 | 545 |       1 | 2017-02-21 14:49:24.458435 | 2017-02-21 14:51:01.40998  | 00:01:36.951545
 10158 | 545 |       1 | 2017-02-21 14:43:47.170241 | 2017-02-21 14:45:29.672502 | 00:01:42.502261
 10157 | 545 |       1 | 2017-02-21 14:38:37.162353 | 2017-02-21 14:40:21.239703 | 00:01:44.07735
 10156 | 545 |       1 | 2017-02-21 14:32:04.449247 | 2017-02-21 14:35:15.198066 | 00:03:10.748819
 10155 | 545 |       1 | 2017-02-21 14:26:15.021699 | 2017-02-21 14:28:28.847771 | 00:02:13.826072
 10154 | 545 |       1 | 2017-02-21 14:20:18.470178 | 2017-02-21 14:22:34.934574 | 00:02:16.464396
 10153 | 545 |       1 | 2017-02-21 14:12:36.066205 | 2017-02-21 14:15:25.411778 | 00:02:49.345573
 10152 | 538 |       1 |                            |                            | 
 10151 | 547 |       1 | 2017-02-21 13:47:20.838584 |                            | 
 10150 | 547 |       1 | 2017-02-21 13:25:26.059083 | 2017-02-21 13:44:26.345258 | 00:19:00.286175
 10149 | 547 |       1 | 2017-02-21 09:51:51.950291 | 2017-02-21 10:24:44.290245 | 00:32:52.339954
 10148 | 547 |       1 |                            |                            | 
 10147 | 538 |       1 |                            |                            | 
 10146 | 547 |       1 | 2017-02-21 09:20:47.137144 | 2017-02-21 09:21:05.687442 | 00:00:18.550298
 10145 | 547 |       1 | 2017-02-21 08:54:42.166199 | 2017-02-21 09:13:54.550114 | 00:19:12.383915
 10144 | 547 |       1 | 2017-02-21 05:50:55.701593 | 2017-02-21 07:47:10.393544 | 01:56:14.691951
 10143 | 547 |       1 | 2017-02-21 05:37:55.409557 | 2017-02-21 05:48:01.277236 | 00:10:05.867679
 10142 | 547 |       1 | 2017-02-21 04:02:02.606759 | 2017-02-21 05:34:45.758015 | 01:32:43.151256
 10141 | 547 |       1 | 2017-02-21 02:25:27.867738 | 2017-02-21 03:58:43.581107 | 01:33:15.713369
 10140 | 547 |       1 |                            |                            | 
 10139 | 547 |       1 | 2017-02-20 21:48:45.243617 | 2017-02-21 02:20:23.51891  | 04:31:38.275293
 10138 | 547 |       1 | 2017-02-20 21:45:05.158798 |                            | 
 10137 | 547 |       1 | 2017-02-20 21:39:25.829759 |                            | 
 10136 | 547 |       1 | 2017-02-20 21:32:28.543697 |                            | 
 10135 | 547 |       1 | 2017-02-20 18:55:45.542154 | 2017-02-20 21:29:38.374641 | 02:33:52.832487
 10134 | 547 |       1 | 2017-02-20 18:47:17.731435 | 2017-02-20 18:52:33.685968 | 00:05:15.954533
 10133 | 547 |       1 |                            |                            | 
 10132 | 547 |       1 | 2017-02-20 14:56:40.385956 | 2017-02-20 18:41:38.214482 | 03:44:57.828526
 10131 | 547 |       1 | 2017-02-20 14:34:09.044313 | 2017-02-20 14:53:09.624244 | 00:19:00.579931
 10130 | 547 |       1 |                            |                            | 
 10129 | 547 |       1 | 2017-02-20 14:06:31.442329 | 2017-02-20 14:28:31.181687 | 00:21:59.739358
 10128 | 547 |       1 | 2017-02-20 14:01:47.758923 | 2017-02-20 14:02:42.008373 | 00:00:54.24945
 10127 | 547 |       1 | 2017-02-20 13:48:34.520838 | 2017-02-20 13:58:51.79551  | 00:10:17.274672
 10126 | 547 |       1 | 2017-02-20 13:35:15.082441 | 2017-02-20 13:45:31.931787 | 00:10:16.849346
 10125 | 547 |       1 | 2017-02-20 12:57:40.163576 | 2017-02-20 13:28:22.815777 | 00:30:42.652201
 10124 | 547 |       1 |                            |                            | 
 10123 | 547 |       1 |                            |                            | 
 10122 | 547 |       1 |                            |                            | 
 10121 | 547 |       1 | 2017-02-20 08:44:48.182087 | 2017-02-20 12:46:09.982228 | 04:01:21.800141
 10120 | 547 |       1 | 2017-02-20 04:46:40.972864 | 2017-02-20 08:41:53.05064  | 03:55:12.077776
 10119 | 547 |       1 | 2017-02-20 02:53:53.226638 | 2017-02-20 02:53:53.249509 | 00:00:00.022871
 10118 | 547 |       1 | 2017-02-20 02:31:45.722254 | 2017-02-20 02:50:30.977035 | 00:18:45.254781
 10117 | 547 |       1 | 2017-02-19 19:28:26.655432 | 2017-02-20 02:28:43.426029 | 07:00:16.770597
 10116 | 547 |       1 | 2017-02-19 18:05:53.421486 | 2017-02-19 19:25:25.820088 | 01:19:32.398602
 10115 | 538 |       1 |                            |                            | 
 10114 | 538 |       1 |                            |                            | 
 10113 | 538 |       1 |                            |                            | 
 10112 | 538 |       1 |                            |                            | 
 10111 | 547 |       1 | 2017-02-19 16:30:08.169276 | 2017-02-19 16:43:18.781358 | 00:13:10.612082
 10110 | 548 |       1 |                            |                            | 
 10109 | 548 |       1 |                            |                            | 
 10108 | 538 |       1 |                            |                            | 
 10107 | 547 |       1 | 2017-02-19 10:03:27.691286 | 2017-02-19 12:08:42.581774 | 02:05:14.890488
 10106 | 547 |       1 | 2017-02-19 09:37:03.147586 | 2017-02-19 09:58:51.184912 | 00:21:48.037326
 10105 | 547 |       1 | 2017-02-19 09:30:23.047933 |                            | 
 10104 | 547 |       1 |                            |                            | 
 10103 | 547 |       1 | 2017-02-19 09:08:20.863689 | 2017-02-19 09:23:33.330834 | 00:15:12.467145
 10102 | 547 |       1 | 2017-02-19 08:55:44.799825 | 2017-02-19 09:01:23.111751 | 00:05:38.311926
 10101 | 547 |       1 | 2017-02-19 08:34:27.616134 |                            | 
 10100 | 547 |       1 | 2017-02-19 08:27:10.083058 |                            | 
 10099 | 547 |       1 | 2017-02-19 08:15:01.208266 | 2017-02-19 08:23:49.294153 | 00:08:48.085887
 10098 | 547 |       1 |                            |                            | 
 10097 | 547 |       1 | 2017-02-19 06:57:11.56544  | 2017-02-19 08:09:33.005855 | 01:12:21.440415
 10096 | 547 |       1 |                            |                            | 
 10095 | 547 |       1 | 2017-02-19 06:06:27.488635 | 2017-02-19 06:51:42.41087  | 00:45:14.922235
 10094 | 547 |       1 | 2017-02-19 05:33:25.094369 | 2017-02-19 06:02:51.491457 | 00:29:26.397088
 10093 | 547 |       1 | 2017-02-19 00:54:03.91886  | 2017-02-19 05:30:13.062898 | 04:36:09.144038
 10092 | 547 |       1 | 2017-02-19 00:36:24.3209   | 2017-02-19 00:50:58.476674 | 00:14:34.155774
 10091 | 547 |       1 | 2017-02-19 00:09:35.724925 |                            | 
 10090 | 547 |       1 | 2017-02-18 20:40:12.621498 | 2017-02-19 00:06:29.774652 | 03:26:17.153154
 10089 | 547 |       1 |                            |                            | 
 10088 | 547 |       1 | 2017-02-18 20:34:18.091876 | 2017-02-18 20:35:30.697504 | 00:01:12.605628
 10087 | 547 |       1 | 2017-02-18 20:08:22.247837 | 2017-02-18 20:31:10.619525 | 00:22:48.371688
 10086 | 547 |       1 | 2017-02-18 19:51:00.613725 | 2017-02-18 20:05:08.090286 | 00:14:07.476561
 10085 | 547 |       1 | 2017-02-18 16:33:12.818227 | 2017-02-18 19:47:39.902469 | 03:14:27.084242
 10084 | 547 |       1 |                            |                            | 
 10083 | 547 |       1 | 2017-02-18 16:22:47.53624  |                            | 
 10082 | 547 |       1 | 2017-02-18 15:08:14.460211 | 2017-02-18 16:19:39.891752 | 01:11:25.431541
 10081 | 547 |       1 | 2017-02-18 14:27:55.869168 | 2017-02-18 15:05:04.563335 | 00:37:08.694167
 10080 | 547 |       1 |                            |                            | 
 10079 | 547 |       1 | 2017-02-18 14:14:14.350727 | 2017-02-18 14:22:21.630787 | 00:08:07.28006
 10078 | 547 |       1 | 2017-02-18 12:31:44.185974 | 2017-02-18 14:11:24.112537 | 01:39:39.926563
 10077 | 547 |       1 | 2017-02-18 05:28:31.054508 | 2017-02-18 12:28:43.921386 | 07:00:12.866878
 10076 | 547 |       1 |                            |                            | 
 10075 | 547 |       1 | 2017-02-17 22:58:21.357646 | 2017-02-18 05:23:53.64997  | 06:25:32.292324
 10074 | 547 |       1 | 2017-02-17 22:46:48.654763 |                            | 
 10073 | 547 |       1 | 2017-02-17 22:39:50.548952 | 2017-02-17 22:43:39.268568 | 00:03:48.719616
 10072 | 547 |       1 | 2017-02-17 15:36:38.58712  | 2017-02-17 22:36:52.044922 | 07:00:13.457802
 10071 | 547 |       1 |                            |                            | 
 10070 | 547 |       1 | 2017-02-17 14:58:18.846718 | 2017-02-17 15:32:05.165378 | 00:33:46.31866
 10069 | 547 |       1 | 2017-02-17 14:54:31.28957  |                            | 
 10068 | 547 |       1 | 2017-02-17 14:48:10.33319  |                            | 
 10067 | 546 |       1 | 2017-02-17 14:05:58.802634 | 2017-02-17 14:42:55.133982 | 00:36:56.331348
 10066 | 538 |       1 |                            |                            | 
 10065 | 538 |       1 |                            |                            | 
 10064 | 546 |       1 | 2017-02-17 12:54:19.730213 | 2017-02-17 12:59:07.101265 | 00:04:47.371052
 10063 | 546 |       1 | 2017-02-17 12:41:21.25317  | 2017-02-17 12:42:48.796114 | 00:01:27.542944
 10062 | 547 |       1 | 2017-02-17 12:21:27.175445 | 2017-02-17 12:30:31.565333 | 00:09:04.389888
 10061 | 547 |       1 | 2017-02-17 12:12:10.141632 | 2017-02-17 12:15:02.136173 | 00:02:51.994541
 10060 | 547 |       1 | 2017-02-17 11:58:26.330146 | 2017-02-17 12:01:53.137636 | 00:03:26.80749
 10059 | 547 |       1 | 2017-02-17 11:14:54.468434 |                            | 
 10058 | 547 |       1 |                            |                            | 
 10057 | 547 |       1 | 2017-02-17 10:45:47.556516 | 2017-02-17 10:48:47.111319 | 00:02:59.554803
 10056 | 546 |       1 | 2017-02-17 07:38:00.99652  | 2017-02-17 09:35:41.634199 | 01:57:40.637679
 10055 | 546 |       1 | 2017-02-17 00:42:33.372733 | 2017-02-17 07:33:01.865077 | 06:50:28.492344
 10054 | 546 |       1 | 2017-02-16 17:38:31.177733 | 2017-02-17 00:38:47.804678 | 07:00:16.626945
 10053 | 546 |       1 |                            |                            | 
 10052 | 538 |       1 |                            |                            | 
 10051 | 538 |       1 |                            |                            | 
 10050 | 546 |       1 | 2017-02-16 15:08:06.175794 | 2017-02-16 15:38:21.735277 | 00:30:15.559483
 10049 | 546 |       1 | 2017-02-16 14:58:05.837928 | 2017-02-16 15:02:13.985784 | 00:04:08.147856
 10048 | 546 |       1 | 2017-02-16 14:52:23.919846 |                            | 
 10047 | 546 |       1 |                            |                            | 
 10046 | 546 |       1 | 2017-02-16 14:06:41.464378 | 2017-02-16 14:07:33.697569 | 00:00:52.233191
 10045 | 546 |       1 |                            |                            | 
 10044 | 546 |       1 | 2017-02-16 13:49:49.774358 | 2017-02-16 13:57:24.724887 | 00:07:34.950529
 10043 | 546 |       1 |                            |                            | 
 10042 | 546 |       1 |                            |                            | 
 10041 | 546 |       1 |                            |                            | 
 10040 | 546 |       1 |                            |                            | 
 10039 | 546 |       1 |                            |                            | 
 10038 | 546 |       1 |                            |                            | 
 10037 | 546 |       1 |                            |                            | 
 10036 | 546 |       1 |                            |                            | 
 10035 | 546 |       1 |                            |                            | 
 10034 | 546 |       1 |                            |                            | 
 10033 | 546 |       1 | 2017-02-16 08:34:48.391768 |                            | 
 10032 | 546 |       1 | 2017-02-16 01:31:24.499398 | 2017-02-16 08:31:41.973034 | 07:00:17.473636
 10031 | 546 |       1 | 2017-02-16 00:32:30.313151 | 2017-02-16 01:27:56.493019 | 00:55:26.179868
 10030 | 546 |       1 |                            |                            | 
 10029 | 546 |       1 | 2017-02-15 22:41:18.586669 | 2017-02-15 23:18:34.097273 | 00:37:15.510604
 10028 | 546 |       1 | 2017-02-15 20:49:22.492901 | 2017-02-15 22:38:02.624225 | 01:48:40.131324
 10027 | 546 |       1 | 2017-02-15 17:47:25.013936 | 2017-02-15 20:28:47.013163 | 02:41:21.999227
 10026 | 546 |       1 | 2017-02-15 14:53:35.384734 | 2017-02-15 17:33:23.434291 | 02:39:48.049557
 10025 | 546 |       1 | 2017-02-15 13:02:14.703057 | 2017-02-15 14:29:41.574587 | 01:27:26.87153
 10024 | 546 |       1 | 2017-02-15 11:24:52.339259 | 2017-02-15 12:58:43.857011 | 01:33:51.517752
 10023 | 546 |       1 | 2017-02-15 10:44:08.247069 | 2017-02-15 11:05:14.400001 | 00:21:06.152932
 10022 | 546 |       1 |                            |                            | 
 10021 | 544 |       1 | 2017-02-15 10:28:47.506873 | 2017-02-15 10:37:31.979989 | 00:08:44.473116
 10020 | 544 |       1 | 2017-02-15 10:21:20.199912 |                            | 
 10019 | 544 |       1 |                            |                            | 
 10018 | 544 |       1 |                            |                            | 
 10017 | 544 |       1 | 2017-02-15 02:33:29.778932 |                            | 
 10016 | 544 |       1 | 2017-02-14 22:45:13.772638 | 2017-02-15 02:30:10.555383 | 03:44:56.782745
 10015 | 544 |       1 | 2017-02-14 21:28:44.547225 | 2017-02-14 22:41:59.418934 | 01:13:14.871709
 10014 | 544 |       1 | 2017-02-14 17:27:13.486038 | 2017-02-14 21:25:38.954973 | 03:58:25.468935
 10013 | 544 |       1 | 2017-02-14 17:01:49.787613 | 2017-02-14 17:20:17.005567 | 00:18:27.217954
 10012 | 544 |       1 |                            |                            | 
 10011 | 544 |       1 | 2017-02-14 15:19:20.175842 | 2017-02-14 16:55:47.818644 | 01:36:27.642802
 10010 | 544 |       1 | 2017-02-14 09:52:08.993458 | 2017-02-14 15:15:45.051056 | 05:23:36.057598
 10009 | 544 |       1 |                            |                            | 
 10008 | 544 |       1 | 2017-02-14 09:36:33.4373   | 2017-02-14 09:46:44.828578 | 00:10:11.391278
 10007 | 544 |       1 | 2017-02-14 08:45:29.314141 | 2017-02-14 09:08:50.732912 | 00:23:21.418771
 10006 | 544 |       1 | 2017-02-14 05:53:41.181291 | 2017-02-14 08:42:27.722284 | 02:48:46.540993
 10005 | 544 |       1 | 2017-02-14 02:12:36.601585 | 2017-02-14 05:50:32.753222 | 03:37:56.151637
 10004 | 544 |       1 |                            |                            | 
 10003 | 544 |       1 | 2017-02-13 19:06:52.445938 | 2017-02-14 02:07:05.621973 | 07:00:13.176035
 10002 | 544 |       1 | 2017-02-13 16:39:57.369788 | 2017-02-13 19:03:39.082907 | 02:23:41.713119
 10001 | 544 |       1 |                            |                            | 
 10000 | 544 |       1 |                            |                            | 
  9999 | 544 |       1 | 2017-02-13 14:02:49.489297 | 2017-02-13 16:18:38.43548  | 02:15:48.946183
  9998 | 544 |       1 | 2017-02-13 13:51:07.524447 | 2017-02-13 13:55:26.95298  | 00:04:19.428533
  9997 | 544 |       1 | 2017-02-13 13:19:29.566028 | 2017-02-13 13:44:58.971385 | 00:25:29.405357
  9996 | 544 |       1 | 2017-02-13 12:21:40.43535  | 2017-02-13 13:13:15.058236 | 00:51:34.622886
  9995 | 544 |       1 | 2017-02-13 05:18:34.809247 | 2017-02-13 12:18:47.086931 | 07:00:12.277684
  9994 | 544 |       1 | 2017-02-12 22:14:52.050051 | 2017-02-13 05:15:05.295603 | 07:00:13.245552
  9993 | 544 |       1 | 2017-02-12 21:16:48.936902 | 2017-02-12 22:11:27.03083  | 00:54:38.093928
  9992 | 544 |       1 |                            |                            | 
  9991 | 544 |       1 | 2017-02-12 18:32:29.975194 | 2017-02-12 21:10:59.812527 | 02:38:29.837333
  9990 | 544 |       1 | 2017-02-12 13:21:08.421112 | 2017-02-12 18:28:55.887632 | 05:07:47.46652
  9989 | 544 |       1 | 2017-02-12 07:22:08.340735 | 2017-02-12 13:17:46.897272 | 05:55:38.556537
  9988 | 544 |       1 | 2017-02-12 07:14:16.520544 |                            | 
  9987 | 544 |       1 | 2017-02-12 06:28:24.889126 | 2017-02-12 07:11:14.305493 | 00:42:49.416367
  9986 | 544 |       1 | 2017-02-12 02:04:38.54251  | 2017-02-12 06:25:00.335618 | 04:20:21.793108
  9985 | 544 |       1 | 2017-02-11 19:31:47.505643 | 2017-02-12 01:08:37.465653 | 05:36:49.96001
  9984 | 544 |       1 | 2017-02-11 12:28:29.926788 | 2017-02-11 19:28:46.638077 | 07:00:16.711289
  9983 | 544 |       1 | 2017-02-11 05:24:58.611506 | 2017-02-11 12:25:15.821928 | 07:00:17.210422
  9982 | 544 |       1 | 2017-02-11 00:25:52.071026 | 2017-02-11 05:21:39.509532 | 04:55:47.438506
  9981 | 544 |       1 |                            |                            | 
  9980 | 544 |       1 | 2017-02-10 17:24:51.186598 | 2017-02-11 00:17:43.163305 | 06:52:51.976707
  9979 | 538 |       1 |                            |                            | 
  9978 | 538 |       1 |                            |                            | 
  9977 | 538 |       1 |                            |                            | 
  9976 | 544 |       1 | 2017-02-10 16:08:24.278096 | 2017-02-10 16:55:34.842421 | 00:47:10.564325
  9975 | 544 |       1 | 2017-02-10 15:08:52.691084 | 2017-02-10 16:02:17.74625  | 00:53:25.055166
  9974 | 544 |       1 | 2017-02-10 13:02:50.830009 | 2017-02-10 15:04:57.480734 | 02:02:06.650725
  9973 | 544 |       1 | 2017-02-10 10:47:59.491516 | 2017-02-10 12:56:28.67256  | 02:08:29.181044
  9972 | 544 |       1 | 2017-02-10 09:18:37.767497 | 2017-02-10 10:37:53.143365 | 01:19:15.375868
  9971 | 544 |       1 | 2017-02-10 08:06:37.483702 | 2017-02-10 09:14:51.955578 | 01:08:14.471876
  9970 | 544 |       1 | 2017-02-10 05:32:14.556692 | 2017-02-10 08:02:40.474383 | 02:30:25.917691
  9969 | 544 |       1 | 2017-02-09 23:03:41.840467 | 2017-02-10 05:28:44.995747 | 06:25:03.15528
  9968 | 544 |       1 | 2017-02-09 17:00:55.044741 | 2017-02-09 23:00:20.987761 | 05:59:25.94302
  9967 | 544 |       1 | 2017-02-09 14:40:08.339935 | 2017-02-09 16:57:49.903064 | 02:17:41.563129
  9966 | 544 |       1 | 2017-02-09 13:48:54.52331  | 2017-02-09 14:36:56.214459 | 00:48:01.691149
  9965 | 544 |       1 | 2017-02-09 13:37:33.678074 | 2017-02-09 13:42:45.32925  | 00:05:11.651176
  9964 | 544 |       1 | 2017-02-09 08:59:24.687475 | 2017-02-09 13:31:03.702995 | 04:31:39.01552
  9963 | 544 |       1 | 2017-02-09 01:56:03.911072 | 2017-02-09 08:56:18.720858 | 07:00:14.809786
  9962 | 544 |       1 | 2017-02-08 18:52:43.622004 | 2017-02-09 01:53:01.970868 | 07:00:18.348864
