  run  | cfg | numfile |           start            |            stop            |    runlength    
  8865 | 515 |       1 |                            |                            | 
  8864 | 515 |       1 |                            |                            | 
  8863 | 515 |       1 | 2016-11-18 21:49:27.519049 | 2016-11-18 21:58:38.867484 | 00:09:11.348435
  8862 | 515 |       1 | 2016-11-18 14:46:40.030675 | 2016-11-18 21:46:43.312333 | 07:00:03.281658
  8861 | 515 |       1 | 2016-11-18 12:39:05.162586 | 2016-11-18 14:43:47.364692 | 02:04:42.202106
  8860 | 515 |       1 | 2016-11-18 10:22:53.719303 | 2016-11-18 12:36:16.401336 | 02:13:22.682033
  8859 | 515 |       1 | 2016-11-18 08:25:08.857972 | 2016-11-18 10:13:16.969002 | 01:48:08.11103
  8858 | 515 |       1 | 2016-11-18 08:21:56.89103  |                            | 
  8857 | 515 |       1 | 2016-11-18 03:31:22.546205 | 2016-11-18 08:16:03.616722 | 04:44:41.070517
  8856 | 515 |       1 | 2016-11-18 03:01:39.918229 | 2016-11-18 03:28:25.932433 | 00:26:46.014204
  8855 | 515 |       1 | 2016-11-18 00:54:55.584849 | 2016-11-18 02:58:58.747261 | 02:04:03.162412
  8854 | 515 |       1 |                            |                            | 
  8853 | 515 |       1 | 2016-11-17 17:50:18.519844 | 2016-11-18 00:50:21.311948 | 07:00:02.792104
  8852 | 515 |       1 | 2016-11-17 16:05:32.165393 | 2016-11-17 17:47:03.38328  | 01:41:31.217887
  8851 | 522 |       1 |                            |                            | 
  8850 | 521 |       1 |                            |                            | 
  8849 | 521 |       1 |                            |                            | 
  8848 | 519 |       1 | 2016-11-17 14:40:33.233382 | 2016-11-17 14:43:13.327578 | 00:02:40.094196
  8847 | 519 |       1 | 2016-11-17 14:30:27.678175 | 2016-11-17 14:33:42.575507 | 00:03:14.897332
  8846 | 519 |       1 | 2016-11-17 14:20:21.714846 | 2016-11-17 14:23:29.554315 | 00:03:07.839469
  8845 | 519 |       1 | 2016-11-17 14:09:13.318066 | 2016-11-17 14:14:21.711996 | 00:05:08.39393
  8844 | 519 |       1 | 2016-11-17 13:55:17.218053 | 2016-11-17 13:59:04.227727 | 00:03:47.009674
  8843 | 519 |       1 | 2016-11-17 13:41:56.429958 | 2016-11-17 13:44:36.820434 | 00:02:40.390476
  8842 | 519 |       1 | 2016-11-17 13:33:45.401735 | 2016-11-17 13:34:35.951339 | 00:00:50.549604
  8841 | 519 |       1 | 2016-11-17 13:03:38.254059 | 2016-11-17 13:25:37.447323 | 00:21:59.193264
  8840 | 519 |       1 | 2016-11-17 12:56:04.277779 | 2016-11-17 12:57:10.195905 | 00:01:05.918126
  8839 | 519 |       1 | 2016-11-17 12:47:12.289582 | 2016-11-17 12:49:32.80072  | 00:02:20.511138
  8838 | 519 |       1 | 2016-11-17 12:41:11.383947 |                            | 
  8837 | 519 |       1 | 2016-11-17 12:34:01.490621 | 2016-11-17 12:35:05.613339 | 00:01:04.122718
  8836 | 519 |       1 | 2016-11-17 10:39:43.627759 | 2016-11-17 12:28:17.200496 | 01:48:33.572737
  8835 | 519 |       1 |                            |                            | 
  8834 | 519 |       1 |                            |                            | 
  8833 | 519 |       1 |                            |                            | 
  8832 | 515 |       1 | 2016-11-17 10:09:57.450609 | 2016-11-17 10:27:23.243357 | 00:17:25.792748
  8831 | 515 |       1 |                            |                            | 
  8830 | 519 |       1 | 2016-11-17 09:52:38.918368 | 2016-11-17 10:02:55.746462 | 00:10:16.828094
  8829 | 519 |       1 | 2016-11-17 09:49:16.369346 |                            | 
  8828 | 519 |       1 | 2016-11-17 09:42:21.006439 | 2016-11-17 09:42:55.917485 | 00:00:34.911046
  8827 | 519 |       1 | 2016-11-17 09:33:38.307515 | 2016-11-17 09:36:06.400322 | 00:02:28.092807
  8826 | 519 |       1 |                            |                            | 
  8825 | 519 |       1 | 2016-11-17 09:21:47.499835 | 2016-11-17 09:27:36.62779  | 00:05:49.127955
  8824 | 519 |       1 | 2016-11-17 09:13:19.057138 | 2016-11-17 09:16:07.064324 | 00:02:48.007186
  8823 | 519 |       1 | 2016-11-17 09:04:56.180512 | 2016-11-17 09:05:35.777738 | 00:00:39.597226
  8822 | 519 |       1 | 2016-11-17 08:53:00.63147  | 2016-11-17 08:55:14.174972 | 00:02:13.543502
  8821 | 519 |       1 | 2016-11-17 08:42:00.608342 | 2016-11-17 08:42:55.718687 | 00:00:55.110345
  8820 | 519 |       1 | 2016-11-17 08:24:31.460914 | 2016-11-17 08:28:00.648404 | 00:03:29.18749
  8819 | 519 |       1 | 2016-11-17 08:16:37.164012 | 2016-11-17 08:18:44.543655 | 00:02:07.379643
  8818 | 519 |       1 | 2016-11-17 08:08:47.474756 | 2016-11-17 08:09:47.133373 | 00:00:59.658617
  8817 | 515 |       1 | 2016-11-17 06:49:06.485734 | 2016-11-17 08:02:00.86191  | 01:12:54.376176
  8816 | 515 |       1 | 2016-11-17 06:45:24.018854 |                            | 
  8815 | 515 |       1 |                            |                            | 
  8814 | 515 |       1 | 2016-11-17 04:52:14.375987 | 2016-11-17 06:40:18.321123 | 01:48:03.945136
  8813 | 515 |       1 | 2016-11-17 01:13:04.277854 | 2016-11-17 04:49:13.880656 | 03:36:09.602802
  8812 | 515 |       1 |                            |                            | 
  8811 | 515 |       1 | 2016-11-17 00:07:20.354453 | 2016-11-17 01:07:46.33233  | 01:00:25.977877
  8810 | 515 |       1 | 2016-11-16 22:11:57.641531 | 2016-11-17 00:04:09.509481 | 01:52:11.86795
  8809 | 515 |       1 | 2016-11-16 21:57:35.469748 | 2016-11-16 22:08:53.239132 | 00:11:17.769384
  8808 | 515 |       1 |                            |                            | 
  8807 | 515 |       1 | 2016-11-16 18:34:29.10426  | 2016-11-16 21:53:21.338737 | 03:18:52.234477
  8806 | 515 |       1 | 2016-11-16 15:00:35.364518 | 2016-11-16 18:27:44.181443 | 03:27:08.816925
  8805 | 515 |       1 |                            |                            | 
  8804 | 515 |       1 | 2016-11-16 10:07:36.673357 | 2016-11-16 14:55:31.021349 | 04:47:54.347992
  8803 | 515 |       1 | 2016-11-16 09:56:42.166427 | 2016-11-16 10:04:42.046268 | 00:07:59.879841
  8802 | 515 |       1 | 2016-11-16 09:40:49.464758 | 2016-11-16 09:51:15.888444 | 00:10:26.423686
  8801 | 515 |       1 | 2016-11-16 09:26:21.535438 | 2016-11-16 09:37:49.057557 | 00:11:27.522119
  8800 | 515 |       1 | 2016-11-16 07:23:58.727885 | 2016-11-16 09:20:01.404436 | 01:56:02.676551
  8799 | 515 |       1 | 2016-11-16 03:20:33.440671 | 2016-11-16 07:20:32.832375 | 03:59:59.391704
  8798 | 515 |       1 | 2016-11-16 02:13:52.686489 | 2016-11-16 03:17:24.615937 | 01:03:31.929448
  8797 | 515 |       1 | 2016-11-16 01:35:57.639251 | 2016-11-16 02:11:10.719927 | 00:35:13.080676
  8796 | 515 |       1 | 2016-11-15 20:22:32.22213  | 2016-11-16 01:32:45.961725 | 05:10:13.739595
  8795 | 515 |       1 | 2016-11-15 19:18:02.839278 | 2016-11-15 20:19:25.850932 | 01:01:23.011654
  8794 | 515 |       1 | 2016-11-15 12:15:06.747162 | 2016-11-15 19:15:10.629153 | 07:00:03.881991
  8793 | 515 |       1 | 2016-11-15 11:24:50.962841 | 2016-11-15 12:12:21.439278 | 00:47:30.476437
  8792 | 515 |       1 | 2016-11-15 11:02:54.554865 | 2016-11-15 11:22:21.525046 | 00:19:26.970181
  8791 | 515 |       1 | 2016-11-15 07:43:25.440799 | 2016-11-15 11:00:03.980929 | 03:16:38.54013
  8790 | 515 |       1 | 2016-11-15 06:36:29.511123 | 2016-11-15 07:40:31.713283 | 01:04:02.20216
  8789 | 515 |       1 | 2016-11-15 04:28:49.94342  | 2016-11-15 06:33:52.31522  | 02:05:02.3718
  8788 | 515 |       1 |                            |                            | 
  8787 | 515 |       1 | 2016-11-15 02:00:11.392944 | 2016-11-15 04:24:08.816717 | 02:23:57.423773
  8786 | 515 |       1 | 2016-11-14 22:50:44.767948 | 2016-11-15 01:57:17.313528 | 03:06:32.54558
  8785 | 515 |       1 |                            |                            | 
  8784 | 515 |       1 | 2016-11-14 20:02:26.749491 | 2016-11-14 22:45:21.323983 | 02:42:54.574492
  8783 | 515 |       1 | 2016-11-14 19:12:59.674919 | 2016-11-14 19:59:13.362745 | 00:46:13.687826
  8782 | 515 |       1 | 2016-11-14 17:44:59.279915 | 2016-11-14 19:09:52.712867 | 01:24:53.432952
  8781 | 515 |       1 | 2016-11-14 17:39:42.30722  | 2016-11-14 17:41:58.009816 | 00:02:15.702596
  8780 | 515 |       1 | 2016-11-14 16:24:40.481578 | 2016-11-14 17:36:55.063058 | 01:12:14.58148
  8779 | 515 |       1 |                            |                            | 
  8778 | 515 |       1 | 2016-11-14 15:21:07.485496 | 2016-11-14 16:19:45.4939   | 00:58:38.008404
  8777 | 515 |       1 | 2016-11-14 14:15:43.313883 | 2016-11-14 15:18:18.130624 | 01:02:34.816741
  8776 | 515 |       1 | 2016-11-14 11:13:38.822547 | 2016-11-14 14:12:45.764874 | 02:59:06.942327
  8775 | 515 |       1 | 2016-11-14 10:59:24.883218 |                            | 
  8774 | 515 |       1 | 2016-11-14 10:44:00.086324 | 2016-11-14 10:56:31.362054 | 00:12:31.27573
  8773 | 515 |       1 | 2016-11-14 10:22:00.207181 | 2016-11-14 10:41:00.597119 | 00:19:00.389938
  8772 | 515 |       1 | 2016-11-14 09:36:21.670103 | 2016-11-14 10:19:43.094584 | 00:43:21.424481
  8771 | 515 |       1 | 2016-11-14 03:30:30.544947 | 2016-11-14 09:33:43.442709 | 06:03:12.897762
  8770 | 515 |       1 | 2016-11-13 21:53:41.552971 | 2016-11-14 03:27:12.911233 | 05:33:31.358262
  8769 | 515 |       1 | 2016-11-13 14:50:49.7133   | 2016-11-13 21:50:53.243841 | 07:00:03.530541
  8768 | 515 |       1 | 2016-11-13 14:25:33.758877 | 2016-11-13 14:47:44.371188 | 00:22:10.612311
  8767 | 515 |       1 | 2016-11-13 13:04:15.374086 | 2016-11-13 14:22:36.001775 | 01:18:20.627689
  8766 | 515 |       1 | 2016-11-13 12:58:13.954225 | 2016-11-13 13:01:01.700829 | 00:02:47.746604
  8765 | 476 |       1 | 2016-11-13 12:41:24.351645 | 2016-11-13 12:46:28.259732 | 00:05:03.908087
  8764 | 515 |       1 | 2016-11-13 06:57:26.615869 | 2016-11-13 12:29:47.093238 | 05:32:20.477369
  8763 | 515 |       1 | 2016-11-13 06:33:04.552906 | 2016-11-13 06:54:18.868821 | 00:21:14.315915
  8762 | 515 |       1 | 2016-11-13 00:22:19.718314 | 2016-11-13 06:30:13.936731 | 06:07:54.218417
  8761 | 515 |       1 |                            |                            | 
  8760 | 515 |       1 |                            |                            | 
  8759 | 515 |       1 | 2016-11-12 19:43:06.603785 | 2016-11-13 00:15:30.29174  | 04:32:23.687955
  8758 | 515 |       1 | 2016-11-12 19:02:43.539174 | 2016-11-12 19:33:17.157367 | 00:30:33.618193
  8757 | 515 |       1 | 2016-11-12 18:06:07.765455 | 2016-11-12 19:00:09.538228 | 00:54:01.772773
  8756 | 515 |       1 | 2016-11-12 17:22:26.262974 | 2016-11-12 18:03:19.353838 | 00:40:53.090864
  8755 | 515 |       1 | 2016-11-12 17:02:40.823665 | 2016-11-12 17:19:15.068867 | 00:16:34.245202
  8754 | 515 |       1 | 2016-11-12 13:58:39.396225 | 2016-11-12 16:57:01.374625 | 02:58:21.9784
  8753 | 515 |       1 |                            |                            | 
  8752 | 515 |       1 | 2016-11-12 13:19:58.68005  | 2016-11-12 13:53:47.684615 | 00:33:49.004565
  8751 | 515 |       1 | 2016-11-12 08:58:29.853642 | 2016-11-12 13:17:11.909523 | 04:18:42.055881
  8750 | 515 |       1 | 2016-11-12 01:55:44.587666 | 2016-11-12 08:55:49.660711 | 07:00:05.073045
  8749 | 515 |       1 | 2016-11-12 01:15:33.919443 | 2016-11-12 01:53:11.919493 | 00:37:38.00005
  8748 | 515 |       1 | 2016-11-11 22:25:10.481819 | 2016-11-12 01:12:39.230727 | 02:47:28.748908
  8747 | 515 |       1 | 2016-11-11 19:13:02.254338 | 2016-11-11 22:22:09.327392 | 03:09:07.073054
  8746 | 515 |       1 | 2016-11-11 15:04:38.235807 | 2016-11-11 19:09:52.456478 | 04:05:14.220671
  8745 | 515 |       1 | 2016-11-11 13:36:52.734003 | 2016-11-11 15:02:22.0274   | 01:25:29.293397
  8744 | 515 |       1 | 2016-11-11 13:04:04.947205 | 2016-11-11 13:33:50.565855 | 00:29:45.61865
  8743 | 515 |       1 | 2016-11-11 11:52:04.106664 | 2016-11-11 13:01:05.851985 | 01:09:01.745321
  8742 | 515 |       1 | 2016-11-11 06:57:30.852712 | 2016-11-11 11:48:47.223376 | 04:51:16.370664
  8741 | 515 |       1 |                            |                            | 
  8740 | 515 |       1 | 2016-11-11 04:59:04.481187 | 2016-11-11 06:53:21.164258 | 01:54:16.683071
  8739 | 515 |       1 | 2016-11-11 03:36:22.28182  | 2016-11-11 04:56:13.16909  | 01:19:50.88727
  8738 | 515 |       1 | 2016-11-10 21:13:40.126871 | 2016-11-11 03:32:42.668613 | 06:19:02.541742
  8737 | 515 |       1 | 2016-11-10 21:08:37.395964 |                            | 
  8736 | 515 |       1 | 2016-11-10 18:50:39.370752 | 2016-11-10 21:06:05.819554 | 02:15:26.448802
  8735 | 515 |       1 | 2016-11-10 16:11:55.566303 | 2016-11-10 18:47:36.674718 | 02:35:41.108415
  8734 | 515 |       1 | 2016-11-10 15:45:47.598652 | 2016-11-10 16:02:58.216695 | 00:17:10.618043
  8733 | 476 |       1 | 2016-11-10 14:49:59.44082  | 2016-11-10 14:53:04.554802 | 00:03:05.113982
  8732 | 476 |       1 | 2016-11-10 14:25:43.262493 | 2016-11-10 14:28:48.982947 | 00:03:05.720454
  8731 | 476 |       1 | 2016-11-10 13:59:26.025202 | 2016-11-10 14:02:31.975124 | 00:03:05.949922
  8730 | 476 |       1 | 2016-11-10 13:38:11.065261 | 2016-11-10 13:41:15.84098  | 00:03:04.775719
  8729 | 476 |       1 | 2016-11-10 13:20:06.897336 | 2016-11-10 13:23:13.208754 | 00:03:06.311418
  8728 | 476 |       1 | 2016-11-10 12:55:17.756728 | 2016-11-10 13:00:24.958415 | 00:05:07.201687
  8727 | 476 |       1 | 2016-11-10 11:59:36.45629  | 2016-11-10 12:09:40.902097 | 00:10:04.445807
  8726 | 476 |       1 | 2016-11-10 11:39:53.967614 | 2016-11-10 11:50:00.645796 | 00:10:06.678182
  8725 | 476 |       1 | 2016-11-10 11:08:03.523418 | 2016-11-10 11:18:04.56162  | 00:10:01.038202
  8724 | 519 |       1 | 2016-11-10 08:36:26.882806 | 2016-11-10 09:12:42.712694 | 00:36:15.829888
  8723 | 519 |       1 | 2016-11-10 08:25:14.497009 | 2016-11-10 08:30:19.689084 | 00:05:05.192075
  8722 | 519 |       1 | 2016-11-10 08:14:05.150638 | 2016-11-10 08:22:05.014041 | 00:07:59.863403
  8721 | 515 |       1 | 2016-11-10 05:15:56.601404 | 2016-11-10 08:03:06.112822 | 02:47:09.511418
  8720 | 515 |       1 | 2016-11-10 00:43:36.85017  | 2016-11-10 05:12:40.09421  | 04:29:03.24404
  8719 | 515 |       1 | 2016-11-09 18:54:32.820453 | 2016-11-10 00:40:24.010295 | 05:45:51.189842
  8718 | 515 |       1 | 2016-11-09 17:19:36.622519 | 2016-11-09 18:51:23.751644 | 01:31:47.129125
  8717 | 515 |       1 |                            |                            | 
  8716 | 515 |       1 | 2016-11-09 14:56:10.520005 | 2016-11-09 17:14:27.505054 | 02:18:16.985049
  8715 | 515 |       1 | 2016-11-09 14:01:01.556749 | 2016-11-09 14:53:15.32252  | 00:52:13.765771
  8714 | 515 |       1 | 2016-11-09 10:07:23.012973 | 2016-11-09 13:58:10.67182  | 03:50:47.658847
  8713 | 515 |       1 | 2016-11-09 10:02:51.282538 | 2016-11-09 10:04:24.413141 | 00:01:33.130603
  8712 | 515 |       1 | 2016-11-09 09:10:28.921633 | 2016-11-09 09:59:51.012375 | 00:49:22.090742
  8711 | 515 |       1 | 2016-11-09 06:15:31.27569  | 2016-11-09 09:07:37.596713 | 02:52:06.321023
  8710 | 515 |       1 | 2016-11-09 06:11:41.960072 | 2016-11-09 06:12:28.852501 | 00:00:46.892429
  8709 | 515 |       1 | 2016-11-09 02:56:47.617294 | 2016-11-09 06:08:07.436784 | 03:11:19.81949
  8708 | 515 |       1 | 2016-11-08 19:54:16.785678 | 2016-11-09 02:54:21.802546 | 07:00:05.016868
  8707 | 515 |       1 | 2016-11-08 17:00:09.499586 | 2016-11-08 19:48:51.577535 | 02:48:42.077949
  8706 | 515 |       1 | 2016-11-08 14:07:04.954671 | 2016-11-08 16:56:43.544895 | 02:49:38.590224
  8705 | 515 |       1 | 2016-11-08 11:57:00.245415 | 2016-11-08 14:01:18.801633 | 02:04:18.556218
  8704 | 515 |       1 | 2016-11-08 07:41:55.543028 | 2016-11-08 11:54:07.118972 | 04:12:11.575944
  8703 | 515 |       1 | 2016-11-08 07:08:08.090511 | 2016-11-08 07:38:17.930559 | 00:30:09.840048
  8702 | 515 |       1 | 2016-11-08 02:17:08.538419 | 2016-11-08 07:04:29.863879 | 04:47:21.32546
  8701 | 515 |       1 | 2016-11-07 20:43:22.178782 | 2016-11-08 02:13:57.801793 | 05:30:35.623011
  8700 | 515 |       1 | 2016-11-07 15:48:22.905129 | 2016-11-07 20:40:19.304908 | 04:51:56.399779
  8699 | 515 |       1 | 2016-11-07 14:53:34.760329 | 2016-11-07 15:45:05.135539 | 00:51:30.37521
  8698 | 515 |       1 | 2016-11-07 12:48:49.203738 | 2016-11-07 14:50:05.689249 | 02:01:16.485511
  8697 | 515 |       1 | 2016-11-07 05:46:19.291654 | 2016-11-07 12:46:21.00977  | 07:00:01.718116
  8696 | 515 |       1 | 2016-11-07 05:43:08.049568 |                            | 
  8695 | 515 |       1 | 2016-11-07 03:04:36.188226 | 2016-11-07 05:39:52.853532 | 02:35:16.665306
  8694 | 515 |       1 |                            |                            | 
  8693 | 515 |       1 | 2016-11-07 02:25:46.914228 | 2016-11-07 02:59:47.577297 | 00:34:00.663069
  8692 | 515 |       1 |                            |                            | 
  8691 | 515 |       1 | 2016-11-06 21:58:39.895238 | 2016-11-07 02:20:48.733202 | 04:22:08.837964
  8690 | 515 |       1 | 2016-11-06 16:43:29.290482 | 2016-11-06 21:55:15.560438 | 05:11:46.269956
  8689 | 515 |       1 | 2016-11-06 16:23:15.964026 | 2016-11-06 16:41:06.638269 | 00:17:50.674243
  8688 | 515 |       1 | 2016-11-06 13:53:24.852093 | 2016-11-06 16:19:50.855128 | 02:26:26.003035
  8687 | 515 |       1 | 2016-11-06 06:50:36.988816 | 2016-11-06 13:50:42.95673  | 07:00:05.967914
  8686 | 515 |       1 | 2016-11-06 06:24:21.788455 | 2016-11-06 06:47:37.295738 | 00:23:15.507283
  8685 | 515 |       1 |                            |                            | 
  8684 | 515 |       1 | 2016-11-06 06:18:47.830085 |                            | 
  8683 | 515 |       1 | 2016-11-06 01:19:19.5438   | 2016-11-06 06:15:47.643145 | 04:56:28.099345
  8682 | 515 |       1 | 2016-11-05 23:09:55.664188 | 2016-11-06 01:16:08.91207  | 02:06:13.247882
  8681 | 515 |       1 | 2016-11-05 22:45:01.706657 | 2016-11-05 23:06:42.718452 | 00:21:41.011795
  8680 | 515 |       1 | 2016-11-05 17:13:30.595828 | 2016-11-05 22:41:48.963545 | 05:28:18.367717
  8679 | 515 |       1 |                            |                            | 
  8678 | 515 |       1 | 2016-11-05 17:06:11.144388 | 2016-11-05 17:08:41.3865   | 00:02:30.242112
  8677 | 515 |       1 | 2016-11-05 13:21:52.368629 | 2016-11-05 17:03:13.083723 | 03:41:20.715094
  8676 | 515 |       1 |                            |                            | 
  8675 | 515 |       1 | 2016-11-05 11:12:03.301223 | 2016-11-05 13:17:11.670974 | 02:05:08.369751
  8674 | 515 |       1 |                            |                            | 
  8673 | 515 |       1 | 2016-11-05 10:25:45.093983 | 2016-11-05 11:00:04.131549 | 00:34:19.037566
  8672 | 515 |       1 | 2016-11-05 09:13:20.147873 | 2016-11-05 10:22:27.161866 | 01:09:07.013993
  8671 | 515 |       1 | 2016-11-05 09:02:27.401297 | 2016-11-05 09:10:39.396686 | 00:08:11.995389
  8670 | 515 |       1 | 2016-11-05 07:58:40.119213 | 2016-11-05 08:59:56.927553 | 01:01:16.80834
  8669 | 515 |       1 | 2016-11-05 07:32:48.736085 | 2016-11-05 07:55:32.117609 | 00:22:43.381524
  8668 | 515 |       1 | 2016-11-05 03:20:41.451865 | 2016-11-05 07:30:14.758454 | 04:09:33.306589
  8667 | 515 |       1 | 2016-11-05 03:07:38.577676 | 2016-11-05 03:18:02.59663  | 00:10:24.018954
  8666 | 515 |       1 | 2016-11-04 20:05:02.489515 | 2016-11-05 03:05:09.687314 | 07:00:07.197799
  8665 | 515 |       1 |                            |                            | 
  8664 | 515 |       1 | 2016-11-04 16:09:35.519576 | 2016-11-04 20:00:15.812761 | 03:50:40.293185
  8663 | 515 |       1 | 2016-11-04 15:32:52.541193 | 2016-11-04 16:07:12.363548 | 00:34:19.822355
  8662 | 515 |       1 | 2016-11-04 15:26:42.453879 |                            | 
  8661 | 515 |       1 | 2016-11-04 14:03:22.500435 | 2016-11-04 15:23:50.126662 | 01:20:27.626227
  8660 | 515 |       1 | 2016-11-04 12:32:49.118634 | 2016-11-04 14:00:24.474645 | 01:27:35.356011
  8659 | 515 |       1 | 2016-11-04 12:19:51.766394 | 2016-11-04 12:30:03.926734 | 00:10:12.16034
  8658 | 515 |       1 | 2016-11-04 11:21:20.095608 | 2016-11-04 12:16:59.576737 | 00:55:39.481129
  8657 | 515 |       1 |                            |                            | 
  8656 | 515 |       1 | 2016-11-04 09:05:46.255967 | 2016-11-04 11:17:15.419014 | 02:11:29.163047
  8655 | 515 |       1 | 2016-11-04 08:07:40.815336 | 2016-11-04 09:02:53.484965 | 00:55:12.669629
  8654 | 515 |       1 | 2016-11-04 07:39:03.726221 | 2016-11-04 08:04:41.694542 | 00:25:37.968321
  8653 | 515 |       1 | 2016-11-04 07:20:35.812851 | 2016-11-04 07:36:22.291677 | 00:15:46.478826
  8652 | 515 |       1 | 2016-11-04 06:15:52.108126 | 2016-11-04 07:17:45.246096 | 01:01:53.13797
  8651 | 515 |       1 |                            |                            | 
  8650 | 515 |       1 | 2016-11-04 04:36:44.839452 | 2016-11-04 06:11:07.230247 | 01:34:22.390795
  8649 | 515 |       1 | 2016-11-04 02:08:48.017503 | 2016-11-04 04:33:50.246357 | 02:25:02.228854
  8648 | 515 |       1 | 2016-11-03 19:06:26.641404 | 2016-11-04 02:06:28.73441  | 07:00:02.093006
  8647 | 515 |       1 | 2016-11-03 18:56:04.255446 | 2016-11-03 19:03:25.22994  | 00:07:20.974494
  8646 | 515 |       1 | 2016-11-03 15:26:00.101649 | 2016-11-03 18:53:37.916965 | 03:27:37.815316
  8645 | 515 |       1 | 2016-11-03 15:21:07.402277 | 2016-11-03 15:22:21.028365 | 00:01:13.626088
  8644 | 515 |       1 | 2016-11-03 14:58:39.513676 | 2016-11-03 15:18:42.201011 | 00:20:02.687335
  8643 | 495 |       1 |                            |                            | 
  8642 | 521 |       1 |                            |                            | 
  8641 | 476 |       1 | 2016-11-03 13:42:04.691258 | 2016-11-03 13:52:06.584814 | 00:10:01.893556
  8640 | 476 |       1 | 2016-11-03 13:22:02.213392 | 2016-11-03 13:32:06.564176 | 00:10:04.350784
  8639 | 476 |       1 |                            |                            | 
  8638 | 519 |       1 | 2016-11-03 12:14:34.914076 | 2016-11-03 13:14:47.219429 | 01:00:12.305353
  8637 | 519 |       1 | 2016-11-03 12:10:48.007651 |                            | 
  8636 | 519 |       1 |                            |                            | 
  8635 | 519 |       1 | 2016-11-03 11:46:26.130651 | 2016-11-03 12:02:58.375454 | 00:16:32.244803
  8634 | 483 |       1 |                            |                            | 
  8633 | 483 |       1 | 2016-11-03 11:31:46.268714 | 2016-11-03 11:41:52.508832 | 00:10:06.240118
  8632 | 483 |       1 | 2016-11-03 11:08:23.808373 | 2016-11-03 11:18:02.787781 | 00:09:38.979408
  8631 | 483 |       1 |                            |                            | 
  8630 | 483 |       1 | 2016-11-03 10:51:29.931034 | 2016-11-03 11:01:34.462553 | 00:10:04.531519
  8629 | 483 |       1 | 2016-11-03 10:18:24.27651  | 2016-11-03 10:27:01.91956  | 00:08:37.64305
  8628 | 483 |       1 |                            |                            | 
  8627 | 519 |       1 | 2016-11-03 08:56:04.335164 | 2016-11-03 09:30:15.152911 | 00:34:10.817747
  8626 | 519 |       1 | 2016-11-03 06:59:08.167075 | 2016-11-03 08:49:59.917932 | 01:50:51.750857
  8625 | 519 |       1 |                            |                            | 
  8624 | 519 |       1 | 2016-11-03 06:42:43.211108 | 2016-11-03 06:54:12.764917 | 00:11:29.553809
  8623 | 519 |       1 |                            |                            | 
  8622 | 519 |       1 | 2016-11-03 06:31:46.937811 | 2016-11-03 06:37:30.633013 | 00:05:43.695202
  8621 | 515 |       1 | 2016-11-03 05:22:40.442446 | 2016-11-03 06:28:41.975287 | 01:06:01.532841
  8620 | 515 |       1 | 2016-11-03 02:22:32.259718 | 2016-11-03 05:19:50.947754 | 02:57:18.688036
  8619 | 515 |       1 | 2016-11-03 01:37:01.781914 | 2016-11-03 02:20:07.436825 | 00:43:05.654911
  8618 | 515 |       1 | 2016-11-03 00:44:41.490442 | 2016-11-03 01:34:11.584014 | 00:49:30.093572
  8617 | 515 |       1 | 2016-11-02 22:01:40.993124 | 2016-11-03 00:41:46.11555  | 02:40:05.122426
  8616 | 515 |       1 | 2016-11-02 18:08:31.597174 | 2016-11-02 21:58:26.856204 | 03:49:55.25903
  8615 | 515 |       1 | 2016-11-02 17:18:08.371649 | 2016-11-02 18:05:09.85607  | 00:47:01.484421
  8614 | 515 |       1 | 2016-11-02 16:18:28.237512 | 2016-11-02 17:15:00.925532 | 00:56:32.68802
  8613 | 515 |       1 | 2016-11-02 15:55:23.808263 | 2016-11-02 16:15:36.218566 | 00:20:12.410303
  8612 | 515 |       1 | 2016-11-02 14:08:52.930869 | 2016-11-02 14:10:09.970226 | 00:01:17.039357
  8611 | 515 |       1 |                            |                            | 
  8610 | 515 |       1 | 2016-11-02 14:02:29.495032 | 2016-11-02 14:03:52.71578  | 00:01:23.220748
  8609 | 515 |       1 | 2016-11-02 13:59:17.351997 | 2016-11-02 14:00:04.546651 | 00:00:47.194654
  8608 | 515 |       1 |                            |                            | 
  8607 | 515 |       1 | 2016-11-02 13:54:20.405824 |                            | 
  8606 | 515 |       1 | 2016-11-02 13:43:43.41977  | 2016-11-02 13:44:55.15221  | 00:01:11.73244
  8605 | 515 |       1 | 2016-11-02 13:39:45.319153 | 2016-11-02 13:40:35.493222 | 00:00:50.174069
  8604 | 515 |       1 |                            |                            | 
  8603 | 515 |       1 |                            |                            | 
  8602 | 515 |       1 | 2016-11-02 13:32:43.928876 |                            | 
  8601 | 515 |       1 | 2016-11-02 12:12:20.105477 | 2016-11-02 13:25:37.110078 | 01:13:17.004601
  8600 | 515 |       1 | 2016-11-02 11:48:54.262152 | 2016-11-02 12:09:06.632618 | 00:20:12.370466
  8599 | 515 |       1 | 2016-11-02 11:37:18.702289 | 2016-11-02 11:46:06.70809  | 00:08:48.005801
  8598 | 520 |       1 | 2016-11-02 10:21:43.658246 | 2016-11-02 10:39:08.678468 | 00:17:25.020222
  8597 | 520 |       1 | 2016-11-02 10:01:24.896337 | 2016-11-02 10:16:23.424784 | 00:14:58.528447
  8596 | 520 |       1 |                            |                            | 
  8595 | 520 |       1 | 2016-11-02 08:53:25.189957 | 2016-11-02 09:56:16.085337 | 01:02:50.89538
